,p,T,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max_wv,wd,TMax,TMin
2013-06-17,989.556,19.747,13.215,67.562,23.906,15.359,8.546,9.715,15.525,1170.337,2.194,3.344,77.424,25.620,11.760
2013-06-18,989.174,23.800,18.365,72.782,30.506,21.382,9.124,13.557,21.613,1151.196,1.502,2.453,93.938,29.900,16.130
2013-06-19,987.291,27.295,20.185,69.069,37.961,23.750,14.211,15.102,24.057,1134.728,1.744,2.921,133.136,34.360,18.860
2013-06-20,984.812,23.842,19.632,78.183,30.298,23.017,7.281,14.669,23.373,1145.108,2.338,4.106,141.946,31.000,18.610
2013-06-21,987.141,19.356,13.067,68.733,22.711,15.135,7.576,9.595,15.335,1168.849,4.165,6.337,212.978,23.540,15.530
2013-06-22,989.124,18.837,11.614,64.340,22.150,13.695,8.455,8.657,13.845,1174.023,3.032,4.573,203.525,23.260,13.170
2013-06-23,986.832,17.891,10.668,64.175,20.721,12.924,7.796,8.188,13.098,1175.368,2.782,4.520,209.175,21.550,14.630
2013-06-24,991.547,15.445,9.674,69.027,17.702,12.042,5.659,7.589,12.143,1191.407,1.796,3.125,245.940,20.130,12.190
2013-06-25,995.518,12.248,9.596,83.935,14.306,11.990,2.315,7.527,12.045,1209.586,2.085,3.686,252.353,14.220,10.290
2013-06-26,998.043,11.396,6.246,71.221,13.555,9.531,4.024,5.962,9.550,1217.448,2.586,4.747,258.063,14.500,9.330
2013-06-27,995.994,12.425,8.447,77.260,14.561,11.098,3.463,6.961,11.144,1209.877,1.473,2.477,197.412,16.770,9.550
2013-06-28,993.224,13.622,8.593,74.152,15.929,11.213,4.716,7.052,11.289,1201.511,1.649,2.736,213.069,18.880,8.240
2013-06-29,990.715,13.646,10.479,81.332,15.686,12.762,2.922,8.053,12.884,1197.514,2.644,4.029,219.275,15.660,10.600
2013-06-30,995.455,13.315,7.025,66.672,15.550,10.077,5.473,6.322,10.124,1205.999,1.725,3.226,239.755,17.720,7.010
2013-07-01,990.796,19.090,10.780,60.080,22.778,12.976,9.801,8.188,13.098,1175.437,2.761,4.492,208.583,24.650,12.180
2013-07-02,988.356,19.616,11.758,62.050,23.388,13.839,9.550,8.755,14.001,1169.963,1.254,2.409,217.812,25.570,13.810
2013-07-03,985.064,18.800,13.664,72.965,22.101,15.704,6.397,9.976,15.942,1168.426,2.688,4.195,191.639,23.180,13.460
2013-07-04,993.263,19.432,14.996,76.240,22.821,17.081,5.740,10.766,17.196,1174.954,1.460,2.673,239.219,23.590,16.120
2013-07-05,1000.266,19.483,15.279,77.851,22.940,17.392,5.547,10.887,17.388,1182.967,1.093,2.155,191.061,23.490,15.600
2013-07-06,1002.923,19.358,13.856,71.973,22.853,15.873,6.980,9.903,15.826,1187.367,2.259,3.527,75.175,23.990,14.860
2013-07-07,1003.382,19.057,11.458,63.772,22.649,13.577,9.071,8.460,13.530,1190.256,2.348,3.686,95.182,24.070,12.200
2013-07-08,1002.758,19.470,11.663,62.992,23.307,13.758,9.549,8.578,13.719,1187.787,2.072,3.410,81.413,24.720,12.340
2013-07-09,997.598,20.442,13.054,64.272,24.890,15.106,9.783,9.475,15.145,1177.207,1.945,3.143,117.553,26.200,12.580
2013-07-10,991.705,18.982,12.590,67.697,22.461,14.665,7.796,9.250,14.788,1176.120,1.580,3.109,186.121,24.850,14.020
2013-07-11,992.452,15.993,9.748,67.179,18.344,12.110,6.233,7.625,12.202,1190.213,1.817,3.519,199.297,19.870,12.250
2013-07-12,993.964,17.558,10.391,64.653,20.428,12.640,7.787,7.948,12.717,1185.446,1.790,3.182,132.655,22.460,13.270
2013-07-13,994.433,17.481,10.703,66.297,20.617,12.911,7.706,8.116,12.983,1186.332,1.656,2.860,127.207,23.450,10.010
2013-07-14,994.769,18.012,12.121,69.930,21.210,14.206,7.004,8.932,14.281,1183.941,1.565,2.974,182.166,24.130,12.150
2013-07-15,995.511,17.820,10.666,65.503,20.945,12.864,8.080,8.077,12.922,1186.198,1.579,2.885,134.848,24.110,12.570
2013-07-16,996.424,19.533,10.622,59.130,23.679,12.826,10.854,8.046,12.872,1180.518,1.475,2.557,120.419,25.870,11.130
2013-07-17,996.310,20.259,12.202,61.881,24.576,14.251,10.324,8.945,14.304,1176.749,1.866,3.091,101.462,25.690,12.640
2013-07-18,996.517,21.290,13.854,63.946,25.904,15.879,10.025,9.971,15.934,1172.057,1.973,3.258,100.150,26.230,14.470
2013-07-19,994.735,21.398,13.399,61.864,26.161,15.404,10.757,9.689,15.486,1169.765,1.606,3.010,107.950,27.630,15.040
2013-07-20,994.626,19.190,13.421,70.470,22.646,15.428,7.217,9.705,15.512,1178.371,1.537,2.598,84.512,24.710,14.580
2013-07-21,994.712,21.524,12.297,59.043,26.893,14.333,12.559,9.012,14.410,1169.894,1.630,2.756,105.493,28.150,12.640
2013-07-22,991.042,23.155,12.073,52.916,29.928,14.147,15.782,8.927,14.274,1159.308,1.705,2.916,108.633,30.780,13.800
2013-07-23,987.765,23.711,11.567,49.420,30.932,13.670,17.263,8.653,13.839,1153.490,1.300,2.304,120.880,30.850,14.020
2013-07-24,987.767,21.522,14.396,67.795,26.780,16.535,10.244,10.479,16.739,1160.630,1.765,2.893,154.984,30.840,15.670
2013-07-25,989.775,21.613,16.681,76.154,26.601,19.030,7.571,12.046,19.226,1161.447,1.158,1.982,177.103,28.160,16.170
2013-07-26,988.428,24.505,16.885,66.309,31.989,19.307,12.682,12.240,19.533,1148.555,1.375,2.494,158.120,31.430,16.990
2013-07-27,983.993,26.316,17.582,63.324,36.351,20.194,16.157,12.867,20.524,1136.264,1.545,2.681,169.172,35.480,17.450
2013-07-28,984.468,25.808,17.657,62.829,33.960,20.254,13.706,12.897,20.574,1138.354,1.880,3.543,180.439,31.940,19.740
2013-07-29,987.975,19.647,17.451,87.678,23.042,20.008,3.035,12.694,20.252,1166.471,1.753,2.835,210.225,23.810,16.410
2013-07-30,991.096,19.886,13.158,67.501,23.615,15.200,8.416,9.595,15.336,1171.461,2.655,4.555,224.123,24.880,15.070
2013-07-31,991.305,20.331,13.926,67.315,24.087,15.941,8.146,10.064,16.082,1169.541,2.587,4.562,235.993,23.760,16.060
2013-08-01,991.399,22.485,14.883,65.605,28.842,16.992,11.851,10.732,17.141,1161.128,1.553,2.689,167.329,30.810,13.500
2013-08-02,988.142,26.241,14.894,54.922,36.447,16.983,19.464,10.760,17.186,1142.858,2.329,3.721,191.921,34.380,15.710
2013-08-03,990.032,25.083,15.855,58.453,32.999,18.079,14.920,11.437,18.259,1148.697,1.365,2.687,190.663,31.890,17.560
2013-08-04,993.913,21.131,17.758,81.536,25.276,20.385,4.890,12.857,20.510,1167.454,1.506,2.592,138.626,26.550,17.900
2013-08-05,991.728,22.773,17.655,75.422,28.564,20.237,8.326,12.792,20.407,1158.693,1.558,2.654,140.550,28.980,16.910
2013-08-06,987.994,22.146,17.836,78.444,27.603,20.553,7.051,13.043,20.803,1156.607,1.464,2.655,192.312,31.290,16.450
2013-08-07,986.604,20.395,17.358,83.596,24.411,19.907,4.504,12.649,20.179,1162.027,1.651,2.680,123.781,25.370,16.010
2013-08-08,988.920,20.659,15.959,75.234,24.599,18.212,6.387,11.538,18.420,1164.410,1.306,2.701,225.402,24.670,16.310
2013-08-09,993.893,16.906,14.115,83.840,19.321,16.136,3.184,10.161,16.235,1186.321,1.274,1.973,165.630,18.460,14.500
2013-08-10,992.173,18.571,12.782,72.076,21.939,14.847,7.091,9.361,14.964,1178.270,1.833,3.170,207.581,24.510,13.030
2013-08-11,992.121,16.521,8.011,58.062,18.976,10.780,8.196,6.787,10.866,1188.253,2.174,3.905,231.433,20.330,11.960
2013-08-12,989.218,16.493,9.979,68.709,19.710,12.332,7.379,7.792,12.467,1184.530,1.770,3.170,196.010,23.570,9.090
2013-08-13,990.670,14.362,10.277,77.848,16.579,12.553,4.026,7.920,12.672,1194.624,1.798,3.261,225.311,19.090,10.290
2013-08-14,995.814,14.745,7.724,65.236,17.171,10.558,6.613,6.622,10.603,1200.256,1.603,2.989,242.506,19.780,8.980
2013-08-15,996.369,15.791,8.532,65.467,18.947,11.162,7.785,6.998,11.203,1196.605,1.510,2.435,193.889,22.720,7.460
2013-08-16,992.951,19.000,9.415,58.475,23.430,11.839,11.591,7.450,11.923,1179.189,1.465,2.549,177.924,28.000,9.670
2013-08-17,988.834,20.763,11.808,58.611,25.723,13.934,11.788,8.813,14.093,1166.155,1.399,2.366,172.930,27.780,12.540
2013-08-18,988.222,19.282,13.029,68.317,22.797,15.043,7.754,9.523,15.222,1170.553,2.240,3.578,189.610,24.700,14.850
2013-08-19,989.120,18.165,13.488,74.566,21.001,15.547,5.454,9.837,15.720,1175.794,1.596,2.873,199.670,21.030,14.540
2013-08-20,999.439,16.070,10.958,72.945,18.524,13.122,5.402,8.207,13.129,1197.878,1.919,3.295,155.984,20.490,11.890
2013-08-21,999.385,16.602,9.608,65.442,19.414,11.980,7.433,7.490,11.987,1196.274,1.279,2.281,134.434,21.960,9.970
2013-08-22,994.319,17.539,9.821,63.014,20.821,12.160,8.660,7.642,12.230,1186.362,1.366,2.284,123.848,23.880,10.440
2013-08-23,992.715,16.051,11.201,73.510,18.543,13.364,5.179,8.417,13.462,1189.788,1.521,2.485,137.220,20.040,11.290
2013-08-24,988.110,18.947,11.502,64.265,22.569,13.598,8.970,8.605,13.762,1172.537,1.655,2.943,130.743,24.410,11.920
2013-08-25,985.613,16.661,11.491,72.678,19.160,13.600,5.560,8.627,13.797,1178.582,2.170,3.484,90.047,21.410,13.880
2013-08-26,989.048,16.515,10.383,67.740,18.944,12.649,6.294,7.995,12.790,1183.716,2.933,4.423,68.533,19.980,14.210
2013-08-27,989.108,16.230,9.043,63.373,18.802,11.541,7.261,7.290,11.668,1185.560,2.199,3.531,88.121,21.070,11.150
2013-08-28,991.302,16.287,9.984,68.096,19.062,12.299,6.763,7.753,12.407,1187.687,1.471,2.464,118.932,21.990,9.970
2013-08-29,994.978,17.123,9.369,63.723,20.353,11.807,8.546,7.414,11.866,1189.019,0.920,1.600,155.286,24.320,9.700
2013-08-30,993.200,17.989,9.946,62.490,21.606,12.271,9.335,7.721,12.355,1183.215,1.098,1.921,186.627,25.060,10.310
2013-08-31,992.608,17.808,11.581,68.993,20.875,13.694,7.180,8.626,13.795,1182.380,1.403,2.822,221.957,23.820,13.060
2013-09-01,997.384,14.133,7.465,65.706,16.263,10.415,5.848,6.521,10.442,1204.667,1.914,3.547,253.760,17.330,10.980
2013-09-02,995.207,15.358,10.069,70.745,17.585,12.459,5.125,7.825,12.519,1195.995,1.816,3.815,238.851,18.120,12.930
2013-09-03,998.468,18.734,13.631,72.395,21.774,15.656,6.117,9.811,15.680,1184.600,1.877,3.806,235.825,21.940,16.090
2013-09-04,997.725,19.542,14.497,74.148,23.210,16.540,6.670,10.377,16.579,1180.179,1.267,2.230,138.664,25.240,14.190
2013-09-05,991.620,20.410,13.718,68.809,24.996,15.738,9.259,9.931,15.870,1169.999,1.296,2.369,146.424,27.690,12.640
2013-09-06,986.896,21.508,12.216,58.479,26.537,14.267,12.271,9.041,14.455,1160.625,1.933,3.230,173.823,27.780,13.430
2013-09-07,989.678,22.217,12.729,57.341,27.899,14.765,13.134,9.332,14.919,1160.941,1.536,2.502,137.717,29.420,13.320
2013-09-08,990.542,18.154,13.923,76.906,21.078,15.974,5.104,10.092,16.126,1177.373,1.351,2.312,161.880,22.360,13.560
2013-09-09,990.227,12.927,10.600,86.506,15.001,12.835,2.166,8.103,12.962,1199.900,1.785,3.175,200.437,16.180,9.490
2013-09-10,986.666,12.655,8.263,75.289,14.750,10.975,3.775,6.949,11.124,1197.576,2.724,4.359,204.474,15.920,9.970
2013-09-11,985.034,11.415,8.698,83.608,13.540,11.287,2.253,7.158,11.458,1200.618,3.516,5.291,206.437,13.350,9.990
2013-09-12,987.545,11.487,9.540,88.061,13.614,11.930,1.684,7.548,12.079,1203.091,1.419,2.414,220.774,14.440,9.600
2013-09-13,992.196,13.398,11.075,86.283,15.499,13.224,2.274,8.332,13.328,1200.158,1.536,2.583,224.680,17.080,10.400
2013-09-14,988.320,13.676,11.969,89.900,15.918,14.104,1.814,8.927,14.274,1193.981,1.851,2.945,186.484,17.180,8.790
2013-09-15,983.883,14.072,10.899,81.608,16.123,13.076,3.047,8.308,13.290,1187.293,1.077,1.975,226.699,15.850,11.860
2013-09-16,976.289,12.615,9.479,81.621,14.702,11.888,2.814,7.609,12.176,1184.664,3.484,5.279,206.681,15.780,9.880
2013-09-17,977.489,9.675,5.681,77.817,12.162,9.174,2.988,5.859,9.386,1199.755,2.545,4.142,213.856,13.530,5.800
2013-09-18,972.449,10.432,7.880,84.613,12.738,10.684,2.055,6.863,10.988,1189.636,1.723,3.059,226.337,14.230,8.320
2013-09-19,984.106,11.043,7.182,77.521,13.241,10.159,3.081,6.446,10.323,1201.580,1.837,3.439,238.738,14.530,8.210
2013-09-20,987.994,12.312,9.592,83.640,14.395,11.996,2.399,7.586,12.140,1200.141,2.243,3.921,231.921,14.860,9.880
2013-09-21,998.235,12.756,9.643,81.899,14.854,12.014,2.840,7.521,12.037,1210.765,1.609,2.812,255.944,16.130,9.090
2013-09-22,999.958,12.995,9.928,82.668,15.333,12.285,3.047,7.679,12.287,1211.880,1.320,2.612,227.034,17.500,7.910
2013-09-23,996.296,15.473,11.858,79.201,17.644,13.915,3.728,8.734,13.967,1196.130,2.030,3.903,257.748,17.570,14.140
2013-09-24,990.478,15.268,10.681,74.438,17.441,12.869,4.571,8.121,12.993,1190.447,1.507,2.697,250.608,18.250,13.200
2013-09-25,985.788,14.504,10.909,80.034,16.660,13.074,3.586,8.291,13.262,1187.864,1.053,1.700,142.895,17.660,12.000
2013-09-26,987.094,12.593,9.747,82.985,14.769,12.212,2.557,7.736,12.378,1197.865,2.300,3.862,131.225,17.020,7.410
2013-09-27,992.215,7.924,4.606,81.754,10.919,8.515,2.404,5.355,8.581,1225.880,1.285,2.118,143.624,14.230,4.010
2013-09-28,989.636,8.099,3.640,76.847,11.419,7.996,3.423,5.042,8.081,1222.452,1.989,3.058,118.597,15.320,1.130
2013-09-29,987.860,10.039,4.174,68.694,12.572,8.246,4.327,5.208,8.347,1211.485,3.620,5.885,141.658,15.150,5.340
2013-09-30,986.263,9.044,3.618,69.974,11.721,7.923,3.797,5.012,8.034,1213.909,3.866,5.739,43.752,13.510,4.340
2013-10-01,989.227,7.560,2.307,70.991,10.617,7.224,3.393,4.555,7.304,1224.336,2.966,4.390,66.870,12.250,2.690
2013-10-02,996.410,7.193,-0.063,63.396,10.527,6.095,4.432,3.814,6.118,1235.513,2.058,3.453,137.236,13.220,0.210
2013-10-03,998.014,7.711,-0.861,58.157,11.045,5.743,5.302,3.587,5.754,1235.518,2.219,3.701,158.397,15.890,-0.200
2013-10-04,994.582,9.584,0.891,55.477,12.402,6.616,5.786,4.149,6.653,1222.634,3.239,4.902,172.549,15.360,3.000
2013-10-05,991.045,11.497,5.700,68.574,13.650,9.309,4.340,5.864,9.392,1208.563,1.419,2.276,170.461,14.370,8.930
2013-10-06,997.239,11.689,11.212,96.901,13.774,13.346,0.427,8.366,13.382,1213.422,1.024,1.556,105.116,12.680,10.540
2013-10-07,1000.231,13.574,11.215,86.238,15.638,13.343,2.295,8.339,13.339,1209.110,0.969,1.605,117.547,15.930,11.470
2013-10-08,998.239,13.239,8.829,74.957,15.280,11.365,3.915,7.112,11.384,1209.004,1.106,1.908,146.992,16.650,11.330
2013-10-09,990.991,13.508,9.127,75.586,15.602,11.597,4.004,7.311,11.702,1198.988,2.007,3.172,200.806,16.460,10.800
2013-10-10,981.529,8.464,7.509,93.724,11.173,10.485,0.687,6.674,10.685,1209.295,1.399,2.362,219.674,12.920,5.860
2013-10-11,987.737,6.748,6.215,96.397,9.869,9.514,0.353,6.013,9.633,1224.827,1.090,1.823,165.000,8.160,5.260
2013-10-12,991.642,5.282,4.808,96.909,8.991,8.678,0.313,5.463,8.753,1236.640,1.172,1.968,182.827,8.490,1.600
2013-10-13,993.280,6.784,3.801,82.068,9.982,8.030,1.952,5.044,8.085,1232.335,1.739,2.753,187.284,10.700,2.130
2013-10-14,991.721,7.785,5.818,88.024,10.987,9.413,1.574,5.927,9.493,1225.614,1.290,2.142,190.931,13.470,1.080
2013-10-15,983.293,10.190,7.542,83.860,12.493,10.440,2.052,6.630,10.617,1204.071,2.030,3.261,206.278,13.170,8.260
2013-10-16,986.119,8.920,6.148,82.960,11.467,9.458,2.009,5.987,9.590,1213.430,1.581,2.731,232.613,11.050,6.300
2013-10-17,985.808,10.675,7.929,83.833,13.044,10.726,2.318,6.796,10.881,1205.059,3.403,5.544,210.481,14.200,5.880
2013-10-18,991.851,10.343,6.600,77.720,12.613,9.760,2.854,6.143,9.839,1214.249,1.426,2.847,226.248,12.190,6.780
2013-10-19,989.458,9.931,6.420,81.057,12.869,9.751,3.118,6.156,9.859,1213.520,2.233,3.329,186.106,17.220,2.310
2013-10-20,988.326,15.189,11.954,81.113,17.348,14.026,3.321,8.875,14.191,1187.638,2.259,3.615,179.683,17.810,12.890
2013-10-21,989.577,15.375,11.217,76.819,17.599,13.338,4.260,8.427,13.478,1188.713,2.921,4.305,210.064,19.050,11.420
2013-10-22,986.061,15.680,10.776,75.046,18.566,12.990,5.576,8.235,13.174,1183.698,1.961,3.173,177.356,23.950,8.900
2013-10-23,983.170,16.310,10.855,70.265,18.670,13.043,5.627,8.293,13.265,1177.297,3.864,5.903,189.287,19.930,13.670
2013-10-24,991.236,13.984,10.613,80.755,16.132,12.817,3.315,8.082,12.931,1196.754,2.205,3.491,204.742,17.830,9.090
2013-10-25,990.655,11.583,9.555,88.333,14.052,12.027,2.024,7.588,12.143,1206.683,1.503,2.322,181.285,17.100,6.230
2013-10-26,987.469,17.630,12.329,71.234,20.326,14.384,5.942,9.112,14.567,1176.509,3.212,5.023,186.722,20.810,14.490
2013-10-27,982.385,15.162,10.760,75.734,17.394,13.018,4.376,8.283,13.249,1181.069,5.056,7.805,203.436,18.110,11.410
2013-10-28,977.382,15.917,8.843,63.661,18.314,11.399,6.915,7.288,11.664,1172.743,6.203,9.862,203.003,20.320,12.510
2013-10-29,986.244,11.871,4.662,61.591,14.000,8.564,5.435,5.420,8.686,1201.473,3.919,6.126,217.688,14.240,8.000
2013-10-30,995.858,8.206,2.582,68.984,11.058,7.383,3.676,4.625,7.415,1229.648,2.485,3.893,210.913,13.360,1.870
2013-10-31,998.443,4.537,0.737,78.829,8.894,6.478,2.416,4.046,6.489,1249.846,1.567,2.520,178.418,13.120,-1.540
2013-11-01,991.281,6.388,3.323,81.019,9.745,7.798,1.947,4.908,7.868,1231.749,2.310,3.713,166.769,9.250,1.160
2013-11-02,978.832,11.779,8.782,82.269,14.121,11.435,2.685,7.302,11.686,1191.612,3.698,5.698,197.575,15.400,6.790
2013-11-03,976.985,9.551,5.840,77.754,12.020,9.361,2.659,5.983,9.583,1199.568,3.189,5.060,212.685,12.440,6.140
2013-11-04,967.764,8.975,4.707,74.714,11.588,8.605,2.983,5.553,8.897,1191.033,5.148,8.095,200.667,12.360,6.270
2013-11-05,971.194,6.406,2.635,76.921,9.650,7.395,2.255,4.749,7.614,1206.713,3.044,4.741,205.322,8.810,4.540
2013-11-06,974.152,7.580,4.341,80.393,10.479,8.373,2.107,5.362,8.592,1204.879,2.332,4.378,216.026,9.370,4.540
2013-11-07,980.335,13.543,10.009,79.651,15.656,12.312,3.344,7.848,12.558,1185.558,5.014,7.502,203.021,16.080,7.850
2013-11-08,982.707,10.792,8.913,88.613,13.078,11.440,1.637,7.274,11.643,1200.382,2.312,3.601,178.914,14.800,8.330
2013-11-09,982.849,9.189,4.291,72.291,11.779,8.442,3.338,5.363,8.593,1208.804,2.848,5.009,209.562,12.310,3.670
2013-11-10,980.908,5.783,2.864,81.551,9.233,7.522,1.710,4.786,7.671,1221.495,2.390,3.944,230.044,7.040,3.940
2013-11-11,1000.913,5.008,2.562,84.431,8.802,7.363,1.438,4.589,7.357,1250.063,1.601,2.792,240.926,7.810,0.140
2013-11-12,1000.283,2.428,0.571,88.784,7.474,6.411,1.064,3.997,6.410,1261.591,1.469,2.319,190.756,8.490,-1.870
2013-11-13,1002.208,5.093,3.183,88.296,8.913,7.721,1.192,4.806,7.704,1251.171,0.987,1.824,194.470,9.860,0.110
2013-11-14,995.748,0.824,-0.028,94.290,6.550,6.125,0.425,3.836,6.152,1263.201,1.507,2.385,186.320,3.950,-2.030
2013-11-15,1000.145,1.661,0.746,93.638,6.896,6.453,0.443,4.023,6.452,1264.684,1.661,2.546,109.046,2.870,0.520
2013-11-16,1003.425,2.761,0.723,86.832,7.506,6.444,1.062,4.004,6.422,1263.836,1.265,1.984,193.845,7.110,-0.470
2013-11-17,998.299,0.427,0.318,99.203,6.346,6.297,0.049,3.934,6.309,1268.180,1.121,1.719,161.286,2.980,-2.150
2013-11-18,986.163,4.392,2.949,90.589,8.389,7.554,0.835,4.779,7.661,1234.206,1.091,1.759,170.976,5.850,2.740
2013-11-19,979.760,5.236,3.825,90.644,8.877,8.040,0.837,5.120,8.206,1222.188,1.340,2.273,158.433,5.990,4.270
2013-11-20,976.817,2.565,1.987,95.951,7.370,7.074,0.296,4.516,7.241,1230.789,1.647,2.940,191.834,4.540,0.920
2013-11-21,975.919,1.800,1.057,94.866,6.960,6.600,0.361,4.216,6.762,1233.286,2.854,4.175,90.079,2.400,0.860
2013-11-22,981.296,2.466,2.418,99.658,7.302,7.277,0.025,4.626,7.415,1236.773,3.355,5.205,24.052,3.270,1.530
2013-11-23,988.815,4.135,4.135,100.000,8.222,8.222,0.000,5.188,8.314,1238.330,2.735,4.041,26.368,5.290,3.310
2013-11-24,992.620,2.720,0.783,87.299,7.460,6.555,0.904,4.120,6.606,1250.320,1.641,3.253,190.460,4.540,-0.580
2013-11-25,999.885,-0.195,-3.757,77.009,6.042,4.628,1.415,2.883,4.628,1273.857,1.791,3.068,236.786,2.610,-1.880
2013-11-26,1004.631,-0.834,-3.556,82.012,5.770,4.697,1.073,2.914,4.676,1282.888,1.044,2.041,170.160,2.220,-4.310
2013-11-27,1005.500,-1.946,-4.150,85.576,5.430,4.522,0.908,2.803,4.498,1289.518,1.009,1.767,180.941,2.550,-6.120
2013-11-28,1001.675,3.261,2.120,92.415,7.777,7.145,0.632,4.449,7.134,1259.025,2.038,3.359,214.242,5.200,0.390
2013-11-29,993.137,4.220,1.556,82.891,8.273,6.839,1.433,4.295,6.887,1244.030,3.648,5.800,228.935,5.670,2.710
2013-11-30,989.769,3.837,1.704,85.956,8.050,6.918,1.133,4.358,6.988,1241.485,1.998,3.662,249.481,5.060,2.780
2013-12-01,1000.239,4.669,2.377,85.125,8.560,7.266,1.294,4.531,7.264,1250.747,1.780,3.044,236.898,6.350,2.610
2013-12-02,1006.678,4.110,1.666,84.485,8.277,6.916,1.361,4.285,6.871,1261.585,1.241,2.026,134.115,7.000,-1.440
2013-12-03,1002.592,-0.892,-2.144,91.501,5.773,5.228,0.544,3.250,5.215,1280.336,0.758,1.339,176.327,2.750,-3.470
2013-12-04,997.306,-0.331,-1.877,89.387,6.081,5.400,0.681,3.375,5.415,1270.950,1.471,2.654,195.803,4.030,-4.540
2013-12-05,990.167,2.613,-0.345,81.249,7.396,5.978,1.418,3.765,6.038,1247.988,4.733,7.627,217.326,4.590,-0.260
2013-12-06,985.734,1.191,-3.084,73.549,6.665,4.879,1.786,3.084,4.949,1249.320,3.549,7.364,256.856,2.410,-0.120
2013-12-07,995.393,1.490,-1.484,80.643,6.820,5.513,1.308,3.452,5.537,1259.907,2.141,4.210,238.689,3.770,-0.070
2013-12-08,996.520,5.270,2.197,80.573,8.913,7.162,1.751,4.483,7.187,1243.436,3.270,5.418,225.890,7.140,3.710
2013-12-09,998.517,7.865,4.620,80.043,10.644,8.515,2.129,5.320,8.525,1233.780,2.745,5.535,243.544,8.460,7.100
2013-12-10,1007.623,7.372,6.691,95.477,10.300,9.821,0.480,6.085,9.746,1246.649,1.055,1.660,184.542,8.750,5.230
2013-12-11,1007.515,3.538,3.346,98.669,7.900,7.789,0.111,4.823,7.731,1264.770,1.213,1.835,199.582,5.440,0.770
2013-12-12,1003.433,0.832,0.728,99.269,6.530,6.475,0.055,4.024,6.453,1272.728,0.966,1.545,189.076,5.360,-1.070
2013-12-13,998.495,0.006,-0.616,95.831,6.192,5.877,0.316,3.669,5.886,1270.617,0.975,1.556,193.477,5.700,-2.750
2013-12-14,999.464,0.136,-1.081,91.674,6.246,5.695,0.550,3.552,5.696,1271.312,1.191,2.020,186.313,2.870,-3.060
2013-12-15,1002.701,3.100,0.526,83.665,7.687,6.351,1.336,3.949,6.334,1261.422,2.365,3.917,188.479,5.760,0.570
2013-12-16,1001.146,5.544,-1.556,62.714,9.383,5.455,3.928,3.396,5.449,1249.064,2.716,4.043,196.965,12.760,0.280
2013-12-17,999.144,4.576,-1.183,66.809,8.593,5.615,2.977,3.503,5.620,1250.661,1.347,2.333,181.848,10.360,0.190
2013-12-18,994.834,2.268,-1.459,76.964,7.321,5.504,1.817,3.449,5.534,1255.787,1.548,2.635,179.409,7.110,-2.110
2013-12-19,984.619,5.250,0.849,73.551,8.943,6.582,2.361,4.169,6.685,1228.952,2.855,4.229,183.312,7.450,2.110
2013-12-20,995.794,4.667,2.062,83.453,8.574,7.125,1.449,4.465,7.158,1245.278,1.627,2.913,202.677,7.340,1.980
2013-12-21,1001.431,3.278,-0.681,75.616,7.762,5.817,1.945,3.621,5.809,1259.245,3.635,5.458,188.825,6.110,0.810
2013-12-22,991.586,9.184,4.409,72.072,11.678,8.411,3.268,5.294,8.484,1219.550,5.371,8.397,206.840,10.520,3.930
2013-12-23,989.528,7.179,4.221,81.616,10.178,8.278,1.901,5.220,8.366,1225.762,2.813,4.243,200.148,9.600,4.870
2013-12-24,975.959,9.690,1.303,56.287,12.082,6.732,5.350,4.301,6.896,1198.900,4.637,6.952,183.029,13.140,7.980
2013-12-25,967.997,7.506,2.443,71.848,10.410,7.392,3.019,4.763,7.635,1198.025,1.649,2.638,193.964,9.870,5.400
2013-12-26,969.627,5.293,5.011,98.084,8.911,8.737,0.174,5.625,9.011,1208.928,1.383,2.348,180.396,5.930,4.730
2013-12-27,978.864,5.844,1.353,73.437,9.265,6.780,2.487,4.319,6.925,1219.004,3.616,5.640,196.708,7.720,4.670
2013-12-28,977.172,8.232,3.199,71.252,10.939,7.726,3.213,4.933,7.906,1206.137,3.368,5.125,190.488,10.650,6.460
2013-12-29,988.548,5.184,2.157,80.913,8.893,7.171,1.722,4.527,7.258,1233.903,3.125,4.708,211.042,7.890,1.510
2013-12-30,999.404,1.117,-1.520,83.391,6.710,5.470,1.241,3.412,5.473,1266.819,1.793,2.859,195.040,5.610,-2.440
2013-12-31,993.055,2.133,-1.928,74.983,7.215,5.327,1.889,3.343,5.363,1254.176,2.304,3.488,179.149,7.040,-0.230
2014-01-01,986.515,2.095,-2.156,74.129,7.121,5.261,1.861,3.323,5.333,1246.028,2.502,3.870,182.369,4.420,-0.120
